Program_ID,Code,Label_Counterexample,Search_Steps
6829,"[('*', 'x0', 'x0', 'v0'), ('*', 'x4', 'x5', 'v1'), ('//', 'x9', 'const_1', 'v2'), ('+', 'x2', 'v0', 'v3'), ('*', 'v0', 'v3', 'v4'), ('*', 'v2', 'x2', 'v5'), ('*', 'v5', 'v5', 'v6'), ('+', 'const_0', 'const_1', 'v7'), ('*', 'v4', 'v1', 'v8'), ('//', 'v6', 'x7', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 1, 0, 1)",134
6830,"[('//', 'x4', 'x6', 'v0'), ('//', 'x0', 'x4', 'v1'), ('*', 'x7', 'v0', 'v2'), ('+', 'const_0', 'v1', 'v3'), ('+', 'x7', 'x4', 'v4'), ('//', 'v1', 'const_1', 'v5'), ('*', 'x4', 'v5', 'v6'), ('+', 'v3', 'const_1', 'v7'), ('+', 'v7', 'x6', 'v8'), ('*', 'x9', 'v6', 'v9')]","(1, 0, 0, 0, 1, 0, 0, 0, 0, 1)",546
6831,"[('*', 'x6', 'x0', 'v0'), ('+', 'x8', 'v0', 'v1'), ('*', 'x8', 'x4', 'v2'), ('*', 'v2', 'x4', 'v3'), ('//', 'v1', 'x8', 'v4'), ('+', 'v0', 'const_0', 'v5'), ('//', 'x0', 'x2', 'v6'), ('+', 'v1', 'const_1', 'v7'), ('+', 'x4', 'const_1', 'v8'), ('+', 'v3', 'v5', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",35
6832,"[('+', 'x0', 'x2', 'v0'), ('+', 'x1', 'const_0', 'v1'), ('+', 'x0', 'x1', 'v2'), ('+', 'const_0', 'x4', 'v3'), ('+', 'x6', 'const_0', 'v4'), ('//', 'v3', 'x4', 'v5'), ('*', 'v0', 'v3', 'v6'), ('+', 'v1', 'v2', 'v7'), ('+', 'x8', 'x3', 'v8'), ('//', 'x0', 'x1', 'v9')]","(1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",769
6833,"[('+', 'x7', 'x2', 'v0'), ('+', 'x5', 'x8', 'v1'), ('*', 'x1', 'x1', 'v2'), ('+', 'v0', 'x6', 'v3'), ('//', 'v3', 'v3', 'v4'), ('//', 'const_1', 'const_1', 'v5'), ('+', 'v3', 'x2', 'v6'), ('//', 'x1', 'const_1', 'v7'), ('//', 'const_0', 'x3', 'v8'), ('+', 'x3', 'x5', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",17
6834,"[('//', 'x6', 'x2', 'v0'), ('+', 'const_1', 'x9', 'v1'), ('+', 'x8', 'x3', 'v2'), ('*', 'v2', 'x4', 'v3'), ('+', 'v3', 'v3', 'v4'), ('+', 'x7', 'v2', 'v5'), ('+', 'const_0', 'x8', 'v6'), ('+', 'v1', 'x5', 'v7'), ('//', 'v3', 'x9', 'v8'), ('//', 'x8', 'v5', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
6835,"[('//', 'x8', 'x1', 'v0'), ('//', 'const_0', 'x1', 'v1'), ('*', 'x0', 'x7', 'v2'), ('*', 'x5', 'x6', 'v3'), ('*', 'x6', 'v3', 'v4'), ('+', 'x7', 'v3', 'v5'), ('+', 'const_1', 'x8', 'v6'), ('*', 'x1', 'const_0', 'v7'), ('+', 'v4', 'x6', 'v8'), ('//', 'v2', 'x0', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",517
6836,"[('+', 'const_0', 'const_0', 'v0'), ('//', 'const_1', 'x0', 'v1'), ('+', 'x3', 'x0', 'v2'), ('*', 'x8', 'x8', 'v3'), ('+', 'const_1', 'x8', 'v4'), ('+', 'x0', 'v0', 'v5'), ('+', 'x0', 'x3', 'v6'), ('*', 'x0', 'v5', 'v7'), ('*', 'x2', 'const_0', 'v8'), ('//', 'v1', 'v6', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",513
6837,"[('*', 'x7', 'x8', 'v0'), ('+', 'x2', 'v0', 'v1'), ('*', 'x9', 'x7', 'v2'), ('+', 'v0', 'v1', 'v3'), ('+', 'x6', 'x9', 'v4'), ('//', 'v3', 'v4', 'v5'), ('//', 'x3', 'x6', 'v6'), ('//', 'v4', 'v2', 'v7'), ('+', 'x8', 'v2', 'v8'), ('//', 'x4', 'x5', 'v9')]","(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",49
6838,"[('+', 'x0', 'const_0', 'v0'), ('+', 'x9', 'x5', 'v1'), ('*', 'const_0', 'x9', 'v2'), ('*', 'v2', 'v1', 'v3'), ('//', 'v0', 'x9', 'v4'), ('*', 'const_1', 'x6', 'v5'), ('//', 'x3', 'v1', 'v6'), ('//', 'x3', 'v2', 'v7'), ('//', 'v6', 'x9', 'v8'), ('*', 'x6', 'x8', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",11
6839,"[('*', 'x7', 'const_0', 'v0'), ('*', 'x0', 'x2', 'v1'), ('//', 'v1', 'x2', 'v2'), ('+', 'v1', 'x7', 'v3'), ('+', 'x8', 'x2', 'v4'), ('*', 'v1', 'const_1', 'v5'), ('+', 'x9', 'x3', 'v6'), ('*', 'v3', 'x9', 'v7'), ('*', 'x5', 'v2', 'v8'), ('//', 'v7', 'x0', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 1, 0, 1)",518
6840,"[('*', 'const_1', 'x7', 'v0'), ('//', 'x4', 'x6', 'v1'), ('*', 'x1', 'x1', 'v2'), ('*', 'x1', 'x0', 'v3'), ('+', 'x6', 'x1', 'v4'), ('//', 'x2', 'x8', 'v5'), ('+', 'v0', 'v0', 'v6'), ('+', 'x5', 'x2', 'v7'), ('//', 'x9', 'x6', 'v8'), ('*', 'const_1', 'x8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
6841,"[('*', 'x2', 'const_0', 'v0'), ('//', 'x9', 'x0', 'v1'), ('+', 'const_0', 'x3', 'v2'), ('//', 'x4', 'v0', 'v3'), ('//', 'x5', 'x2', 'v4'), ('+', 'v0', 'v3', 'v5'), ('+', 'v3', 'v3', 'v6'), ('*', 'v1', 'x3', 'v7'), ('*', 'const_0', 'x7', 'v8'), ('*', 'v3', 'v2', 'v9')]",None,1024
6842,"[('+', 'x9', 'x0', 'v0'), ('+', 'x5', 'x8', 'v1'), ('//', 'x6', 'x1', 'v2'), ('+', 'x5', 'x4', 'v3'), ('+', 'x0', 'x6', 'v4'), ('//', 'v0', 'x8', 'v5'), ('*', 'const_1', 'const_0', 'v6'), ('+', 'v4', 'x8', 'v7'), ('+', 'x0', 'x8', 'v8'), ('*', 'v3', 'x1', 'v9')]","(0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",273
6843,"[('*', 'x4', 'x1', 'v0'), ('//', 'x9', 'const_1', 'v1'), ('//', 'const_1', 'x0', 'v2'), ('*', 'x6', 'x5', 'v3'), ('+', 'x4', 'x6', 'v4'), ('*', 'x4', 'const_1', 'v5'), ('+', 'x9', 'x1', 'v6'), ('*', 'x5', 'v5', 'v7'), ('*', 'v1', 'const_1', 'v8'), ('//', 'x7', 'v2', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",517
6844,"[('//', 'x0', 'x5', 'v0'), ('+', 'x9', 'x7', 'v1'), ('//', 'x4', 'const_1', 'v2'), ('//', 'x4', 'const_1', 'v3'), ('+', 'v2', 'x5', 'v4'), ('*', 'v1', 'v0', 'v5'), ('*', 'const_1', 'const_1', 'v6'), ('*', 'x2', 'x8', 'v7'), ('*', 'v1', 'x0', 'v8'), ('+', 'x5', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
6845,"[('//', 'x0', 'const_1', 'v0'), ('+', 'const_0', 'x4', 'v1'), ('//', 'x8', 'x2', 'v2'), ('//', 'x3', 'x1', 'v3'), ('*', 'v2', 'x9', 'v4'), ('+', 'x8', 'v4', 'v5'), ('*', 'x4', 'x0', 'v6'), ('//', 'x1', 'v1', 'v7'), ('+', 'x9', 'v6', 'v8'), ('+', 'v8', 'x8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
6846,"[('//', 'const_0', 'x3', 'v0'), ('//', 'x4', 'x4', 'v1'), ('+', 'const_0', 'v0', 'v2'), ('*', 'v2', 'v0', 'v3'), ('*', 'x4', 'x6', 'v4'), ('*', 'x1', 'v4', 'v5'), ('*', 'const_1', 'v3', 'v6'), ('*', 'v4', 'v4', 'v7'), ('*', 'const_0', 'v1', 'v8'), ('//', 'x6', 'x0', 'v9')]","(1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",521
6847,"[('+', 'x5', 'x5', 'v0'), ('//', 'x3', 'x6', 'v1'), ('*', 'const_1', 'x9', 'v2'), ('//', 'x8', 'v1', 'v3'), ('+', 'x2', 'v1', 'v4'), ('*', 'v4', 'x4', 'v5'), ('+', 'const_0', 'const_0', 'v6'), ('//', 'v5', 'x6', 'v7'), ('+', 'v6', 'x6', 'v8'), ('+', 'x9', 'v4', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
6848,"[('+', 'const_1', 'x1', 'v0'), ('+', 'x4', 'const_0', 'v1'), ('*', 'x1', 'v1', 'v2'), ('+', 'const_1', 'x4', 'v3'), ('//', 'v2', 'const_1', 'v4'), ('+', 'x2', 'x2', 'v5'), ('+', 'x5', 'x6', 'v6'), ('//', 'v3', 'v3', 'v7'), ('*', 'x5', 'v4', 'v8'), ('//', 'x0', 'x3', 'v9')]","(1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",577
6849,"[('+', 'x0', 'x4', 'v0'), ('//', 'x5', 'x9', 'v1'), ('+', 'x7', 'v0', 'v2'), ('*', 'x0', 'x2', 'v3'), ('*', 'v2', 'v0', 'v4'), ('//', 'x8', 'v3', 'v5'), ('//', 'x0', 'x0', 'v6'), ('//', 'v0', 'v5', 'v7'), ('+', 'const_1', 'x9', 'v8'), ('+', 'x6', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
6850,"[('+', 'x2', 'x2', 'v0'), ('+', 'const_1', 'x2', 'v1'), ('//', 'x2', 'x5', 'v2'), ('//', 'const_0', 'x3', 'v3'), ('//', 'const_0', 'x2', 'v4'), ('//', 'x9', 'x3', 'v5'), ('*', 'x1', 'v2', 'v6'), ('+', 'v4', 'v5', 'v7'), ('*', 'v2', 'v2', 'v8'), ('*', 'const_0', 'x7', 'v9')]",None,1024
6851,"[('*', 'x0', 'x2', 'v0'), ('+', 'const_0', 'x9', 'v1'), ('*', 'x1', 'v1', 'v2'), ('*', 'x3', 'x1', 'v3'), ('+', 'x3', 'x1', 'v4'), ('//', 'const_0', 'x2', 'v5'), ('//', 'x1', 'x3', 'v6'), ('//', 'x5', 'x3', 'v7'), ('//', 'v2', 'x2', 'v8'), ('*', 'v7', 'x6', 'v9')]","(0, 0, 0, 1, 0, 1, 1, 0, 0, 0)",89
6852,"[('//', 'x9', 'x1', 'v0'), ('*', 'x8', 'x5', 'v1'), ('*', 'const_0', 'const_1', 'v2'), ('+', 'v0', 'x3', 'v3'), ('+', 'x4', 'x4', 'v4'), ('+', 'v0', 'x7', 'v5'), ('*', 'x5', 'v4', 'v6'), ('//', 'x1', 'x2', 'v7'), ('+', 'x3', 'v4', 'v8'), ('+', 'x9', 'x0', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
6853,"[('//', 'const_1', 'const_1', 'v0'), ('+', 'x7', 'const_1', 'v1'), ('*', 'const_1', 'x6', 'v2'), ('*', 'x6', 'x8', 'v3'), ('+', 'v2', 'v2', 'v4'), ('//', 'x3', 'v4', 'v5'), ('*', 'v2', 'v3', 'v6'), ('+', 'v0', 'x1', 'v7'), ('//', 'x2', 'x2', 'v8'), ('+', 'v6', 'x9', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
6854,"[('//', 'const_1', 'x8', 'v0'), ('//', 'v0', 'x6', 'v1'), ('//', 'v1', 'x3', 'v2'), ('+', 'x8', 'x9', 'v3'), ('+', 'x6', 'x0', 'v4'), ('//', 'v4', 'x5', 'v5'), ('//', 'const_1', 'x0', 'v6'), ('+', 'x3', 'v0', 'v7'), ('+', 'v3', 'x7', 'v8'), ('//', 'v8', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",10
6855,"[('//', 'x4', 'x7', 'v0'), ('+', 'x9', 'v0', 'v1'), ('//', 'x8', 'v0', 'v2'), ('*', 'x2', 'x0', 'v3'), ('+', 'x5', 'x0', 'v4'), ('//', 'const_0', 'x2', 'v5'), ('*', 'const_0', 'v3', 'v6'), ('*', 'x0', 'v2', 'v7'), ('+', 'x6', 'x6', 'v8'), ('*', 'v5', 'const_1', 'v9')]",None,1024
6856,"[('*', 'x1', 'const_1', 'v0'), ('//', 'x9', 'x5', 'v1'), ('//', 'x1', 'x4', 'v2'), ('//', 'x7', 'x7', 'v3'), ('//', 'v1', 'x3', 'v4'), ('//', 'x9', 'x2', 'v5'), ('+', 'x2', 'v2', 'v6'), ('+', 'x8', 'v6', 'v7'), ('//', 'v2', 'v3', 'v8'), ('*', 'v1', 'x5', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",18
6857,"[('//', 'x2', 'x8', 'v0'), ('*', 'x6', 'x9', 'v1'), ('+', 'x5', 'x5', 'v2'), ('*', 'x7', 'x8', 'v3'), ('+', 'x1', 'v2', 'v4'), ('+', 'v1', 'x0', 'v5'), ('//', 'x7', 'x3', 'v6'), ('*', 'x6', 'x0', 'v7'), ('//', 'const_0', 'x8', 'v8'), ('*', 'x2', 'x2', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",129
6858,"[('*', 'const_0', 'x0', 'v0'), ('+', 'x0', 'x3', 'v1'), ('+', 'x5', 'const_1', 'v2'), ('//', 'x3', 'x4', 'v3'), ('+', 'x4', 'x1', 'v4'), ('+', 'x9', 'x4', 'v5'), ('*', 'const_0', 'x3', 'v6'), ('*', 'v3', 'v0', 'v7'), ('//', 'v2', 'x9', 'v8'), ('+', 'x4', 'v1', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",33
6859,"[('*', 'x5', 'x1', 'v0'), ('//', 'x4', 'x0', 'v1'), ('+', 'x9', 'x0', 'v2'), ('*', 'x1', 'x8', 'v3'), ('+', 'x6', 'x5', 'v4'), ('+', 'x6', 'x0', 'v5'), ('//', 'v5', 'v5', 'v6'), ('*', 'v2', 'v0', 'v7'), ('//', 'const_1', 'x0', 'v8'), ('//', 'const_0', 'x5', 'v9')]",None,1024
6860,"[('*', 'x4', 'x5', 'v0'), ('*', 'x9', 'x2', 'v1'), ('*', 'x6', 'v1', 'v2'), ('//', 'const_1', 'x9', 'v3'), ('*', 'const_1', 'x4', 'v4'), ('//', 'v3', 'const_1', 'v5'), ('*', 'v5', 'x6', 'v6'), ('+', 'x0', 'x3', 'v7'), ('*', 'x1', 'x4', 'v8'), ('+', 'v3', 'x0', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
6861,"[('*', 'const_0', 'x6', 'v0'), ('//', 'const_0', 'v0', 'v1'), ('+', 'x3', 'v0', 'v2'), ('//', 'x0', 'x6', 'v3'), ('+', 'x5', 'x9', 'v4'), ('*', 'v2', 'const_1', 'v5'), ('//', 'x8', 'v1', 'v6'), ('*', 'x2', 'v4', 'v7'), ('//', 'x7', 'x6', 'v8'), ('*', 'x6', 'v4', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",10
6862,"[('//', 'x3', 'x6', 'v0'), ('//', 'x4', 'x8', 'v1'), ('*', 'const_1', 'x0', 'v2'), ('+', 'x1', 'x9', 'v3'), ('*', 'x0', 'x7', 'v4'), ('+', 'const_1', 'const_1', 'v5'), ('//', 'x1', 'x0', 'v6'), ('*', 'v2', 'x3', 'v7'), ('*', 'x6', 'x2', 'v8'), ('+', 'x0', 'x9', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
6863,"[('*', 'x9', 'x3', 'v0'), ('*', 'x7', 'x6', 'v1'), ('+', 'const_1', 'v0', 'v2'), ('*', 'x4', 'x3', 'v3'), ('*', 'v3', 'const_1', 'v4'), ('*', 'x7', 'const_1', 'v5'), ('//', 'x8', 'x0', 'v6'), ('+', 'x0', 'v3', 'v7'), ('*', 'const_0', 'x9', 'v8'), ('+', 'x8', 'v6', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
6864,"[('+', 'x4', 'const_0', 'v0'), ('+', 'x6', 'x1', 'v1'), ('+', 'x2', 'v1', 'v2'), ('+', 'x4', 'x8', 'v3'), ('+', 'x4', 'x2', 'v4'), ('*', 'v2', 'const_0', 'v5'), ('*', 'x1', 'x8', 'v6'), ('+', 'const_0', 'x4', 'v7'), ('//', 'x7', 'v3', 'v8'), ('*', 'v7', 'x1', 'v9')]","(0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",289
6865,"[('//', 'x9', 'const_1', 'v0'), ('+', 'const_1', 'x6', 'v1'), ('*', 'x5', 'x2', 'v2'), ('*', 'x2', 'x8', 'v3'), ('+', 'v0', 'v2', 'v4'), ('+', 'v0', 'v2', 'v5'), ('+', 'const_1', 'x6', 'v6'), ('+', 'x8', 'v3', 'v7'), ('+', 'v4', 'x6', 'v8'), ('//', 'x9', 'v6', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
6866,"[('*', 'x7', 'const_0', 'v0'), ('*', 'x2', 'x0', 'v1'), ('//', 'x1', 'x3', 'v2'), ('//', 'x4', 'v1', 'v3'), ('*', 'x6', 'v2', 'v4'), ('*', 'x8', 'v4', 'v5'), ('//', 'x1', 'v0', 'v6'), ('+', 'const_0', 'x1', 'v7'), ('*', 'v0', 'v3', 'v8'), ('+', 'x2', 'x1', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",129
6867,"[('+', 'x9', 'x4', 'v0'), ('+', 'x2', 'x2', 'v1'), ('+', 'x5', 'x1', 'v2'), ('//', 'x4', 'x3', 'v3'), ('//', 'v2', 'x2', 'v4'), ('+', 'x4', 'x9', 'v5'), ('+', 'v2', 'v3', 'v6'), ('+', 'x2', 'x4', 'v7'), ('*', 'x5', 'v4', 'v8'), ('//', 'x9', 'const_1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
6868,"[('+', 'x4', 'x0', 'v0'), ('+', 'x3', 'x4', 'v1'), ('//', 'x0', 'x0', 'v2'), ('*', 'x5', 'x1', 'v3'), ('+', 'x7', 'v1', 'v4'), ('*', 'x8', 'v0', 'v5'), ('+', 'x6', 'x7', 'v6'), ('*', 'v6', 'x5', 'v7'), ('*', 'x8', 'const_0', 'v8'), ('*', 'x6', 'const_0', 'v9')]",None,1024
6869,"[('//', 'x7', 'x5', 'v0'), ('*', 'x6', 'x2', 'v1'), ('+', 'x0', 'x0', 'v2'), ('*', 'x5', 'x0', 'v3'), ('*', 'x3', 'x9', 'v4'), ('+', 'v1', 'x9', 'v5'), ('//', 'v2', 'v2', 'v6'), ('+', 'x8', 'v5', 'v7'), ('+', 'x7', 'v3', 'v8'), ('+', 'x6', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
6870,"[('//', 'x5', 'x0', 'v0'), ('+', 'x7', 'x1', 'v1'), ('*', 'x6', 'x8', 'v2'), ('*', 'v0', 'const_1', 'v3'), ('//', 'v2', 'x5', 'v4'), ('//', 'x9', 'x1', 'v5'), ('+', 'x6', 'x9', 'v6'), ('*', 'x1', 'x6', 'v7'), ('*', 'v1', 'x7', 'v8'), ('//', 'v6', 'v3', 'v9')]","(1, 0, 0, 0, 0, 1, 0, 0, 0, 1)",530
6871,"[('//', 'x2', 'x2', 'v0'), ('//', 'v0', 'x7', 'v1'), ('*', 'x2', 'x9', 'v2'), ('*', 'x6', 'const_0', 'v3'), ('//', 'x4', 'x9', 'v4'), ('+', 'x6', 'x5', 'v5'), ('+', 'v1', 'const_1', 'v6'), ('//', 'x2', 'x0', 'v7'), ('//', 'v3', 'x7', 'v8'), ('*', 'x4', 'x4', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",33
6872,"[('*', 'x5', 'x8', 'v0'), ('*', 'x8', 'x6', 'v1'), ('+', 'x0', 'x4', 'v2'), ('*', 'x5', 'const_1', 'v3'), ('+', 'v2', 'v2', 'v4'), ('//', 'v2', 'x8', 'v5'), ('//', 'v5', 'v5', 'v6'), ('*', 'v4', 'x1', 'v7'), ('//', 'v4', 'const_1', 'v8'), ('//', 'v7', 'const_1', 'v9')]","(0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",289
6873,"[('+', 'x6', 'x5', 'v0'), ('//', 'v0', 'x6', 'v1'), ('*', 'x4', 'v0', 'v2'), ('+', 'v2', 'const_1', 'v3'), ('*', 'x9', 'x5', 'v4'), ('*', 'x8', 'const_0', 'v5'), ('*', 'x2', 'x4', 'v6'), ('//', 'x3', 'x0', 'v7'), ('+', 'v7', 'x2', 'v8'), ('+', 'v5', 'v0', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
6874,"[('//', 'x0', 'const_1', 'v0'), ('+', 'x0', 'x3', 'v1'), ('*', 'x0', 'x9', 'v2'), ('//', 'const_1', 'x5', 'v3'), ('*', 'x3', 'x8', 'v4'), ('+', 'const_0', 'v1', 'v5'), ('*', 'x6', 'v3', 'v6'), ('*', 'v3', 'v3', 'v7'), ('//', 'x4', 'v6', 'v8'), ('*', 'v5', 'v5', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
6875,"[('+', 'const_1', 'x7', 'v0'), ('+', 'const_0', 'x6', 'v1'), ('//', 'x6', 'const_1', 'v2'), ('*', 'x2', 'x0', 'v3'), ('+', 'x8', 'const_0', 'v4'), ('+', 'x8', 'const_0', 'v5'), ('*', 'const_1', 'x9', 'v6'), ('+', 'x1', 'v5', 'v7'), ('*', 'const_0', 'x9', 'v8'), ('*', 'x1', 'const_1', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",257
6876,"[('//', 'x1', 'x7', 'v0'), ('*', 'x0', 'x9', 'v1'), ('//', 'x6', 'x4', 'v2'), ('*', 'const_0', 'x7', 'v3'), ('+', 'x4', 'const_0', 'v4'), ('+', 'v4', 'v3', 'v5'), ('*', 'x3', 'x3', 'v6'), ('*', 'const_1', 'const_0', 'v7'), ('//', 'v0', 'const_1', 'v8'), ('+', 'const_1', 'v5', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
6877,"[('//', 'const_1', 'const_1', 'v0'), ('*', 'x3', 'const_0', 'v1'), ('+', 'x2', 'x9', 'v2'), ('//', 'x4', 'x6', 'v3'), ('//', 'v1', 'x2', 'v4'), ('*', 'x9', 'x7', 'v5'), ('*', 'v4', 'x0', 'v6'), ('+', 'const_1', 'x2', 'v7'), ('+', 'x8', 'const_0', 'v8'), ('*', 'v7', 'v3', 'v9')]","(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",41
6878,"[('*', 'x9', 'x0', 'v0'), ('+', 'x3', 'x3', 'v1'), ('*', 'x5', 'x1', 'v2'), ('*', 'x5', 'x7', 'v3'), ('//', 'const_0', 'x9', 'v4'), ('+', 'const_1', 'v2', 'v5'), ('+', 'v2', 'x9', 'v6'), ('*', 'x9', 'v5', 'v7'), ('*', 'x4', 'const_1', 'v8'), ('+', 'x5', 'v5', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
6879,"[('+', 'x4', 'x6', 'v0'), ('//', 'x0', 'x6', 'v1'), ('+', 'v1', 'x5', 'v2'), ('//', 'const_1', 'x0', 'v3'), ('*', 'v2', 'x8', 'v4'), ('+', 'x1', 'x4', 'v5'), ('//', 'v5', 'x1', 'v6'), ('//', 'v6', 'x2', 'v7'), ('*', 'v3', 'x5', 'v8'), ('+', 'v0', 'v1', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
6880,"[('//', 'const_0', 'x5', 'v0'), ('//', 'x3', 'v0', 'v1'), ('*', 'const_0', 'x9', 'v2'), ('//', 'x8', 'x7', 'v3'), ('*', 'x0', 'v3', 'v4'), ('//', 'x7', 'v1', 'v5'), ('+', 'v0', 'x0', 'v6'), ('*', 'v5', 'const_1', 'v7'), ('+', 'x4', 'x9', 'v8'), ('//', 'x5', 'x6', 'v9')]","(0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",25
6881,"[('*', 'const_0', 'x0', 'v0'), ('//', 'x8', 'x7', 'v1'), ('//', 'x1', 'x4', 'v2'), ('+', 'x7', 'x6', 'v3'), ('//', 'v0', 'x1', 'v4'), ('*', 'x8', 'x8', 'v5'), ('+', 'x6', 'x2', 'v6'), ('*', 'x3', 'x0', 'v7'), ('//', 'x6', 'v3', 'v8'), ('+', 'x3', 'x8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
6882,"[('+', 'x2', 'x1', 'v0'), ('//', 'x5', 'v0', 'v1'), ('*', 'v1', 'x0', 'v2'), ('+', 'v2', 'v2', 'v3'), ('+', 'x5', 'x9', 'v4'), ('//', 'x0', 'const_1', 'v5'), ('+', 'v4', 'v2', 'v6'), ('+', 'v6', 'v1', 'v7'), ('//', 'v6', 'x4', 'v8'), ('*', 'x1', 'v7', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 0, 0, 1)",258
6883,"[('+', 'x6', 'x5', 'v0'), ('*', 'x1', 'x3', 'v1'), ('+', 'const_1', 'v0', 'v2'), ('*', 'x8', 'x8', 'v3'), ('*', 'x6', 'x4', 'v4'), ('//', 'x5', 'x9', 'v5'), ('*', 'x4', 'x4', 'v6'), ('+', 'v4', 'x6', 'v7'), ('*', 'x2', 'x7', 'v8'), ('//', 'x7', 'v2', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
6884,"[('//', 'x9', 'x5', 'v0'), ('*', 'const_0', 'x8', 'v1'), ('//', 'x6', 'x3', 'v2'), ('//', 'x1', 'x9', 'v3'), ('*', 'const_1', 'x4', 'v4'), ('//', 'const_0', 'v2', 'v5'), ('//', 'x3', 'const_1', 'v6'), ('//', 'x9', 'x9', 'v7'), ('*', 'v0', 'x1', 'v8'), ('//', 'v4', 'x7', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",37
6885,"[('*', 'const_0', 'x2', 'v0'), ('//', 'x4', 'x9', 'v1'), ('+', 'x8', 'x0', 'v2'), ('+', 'x1', 'const_1', 'v3'), ('+', 'x1', 'x4', 'v4'), ('//', 'x3', 'x9', 'v5'), ('//', 'v5', 'x6', 'v6'), ('*', 'v6', 'x6', 'v7'), ('+', 'x5', 'x9', 'v8'), ('//', 'x6', 'x8', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",11
6886,"[('//', 'x1', 'x4', 'v0'), ('*', 'v0', 'const_1', 'v1'), ('*', 'x5', 'x1', 'v2'), ('*', 'x9', 'x7', 'v3'), ('//', 'x4', 'x7', 'v4'), ('//', 'x7', 'x8', 'v5'), ('//', 'x0', 'v1', 'v6'), ('+', 'x8', 'const_1', 'v7'), ('*', 'v2', 'x0', 'v8'), ('//', 'v3', 'const_1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",6
